name,season,fp,games,pergfp,price,fppd
Tacko Fall,2020-2021,218.5,19,11.5,,
Tacko Fall,2021-2022,67.5,11,6.1,,
Taj Gibson,2020-2021,1053.5,45,23.4,,
Taj Gibson,2019-2020,1197.0,62,19.3,,
Taj Gibson,2018-2019,2276.5,70,32.5,,
Taj Gibson,2017-2018,2972.5,82,36.2,,
Taj Gibson,2016-2017,2362.0,78,30.3,,
Taj Gibson,2013-2014,2927.0,80,36.6,,
Taj Gibson,2014-2015,2004.5,62,32.3,,
Taj Gibson,2021-2022,906.5,52,17.4,,
Taj Gibson,2012-2013,1707.5,65,26.3,,
Taj Gibson,2011-2012,1608.0,63,25.5,,
Taj Gibson,2010-2011,2033.5,80,25.4,,
Taj Gibson,2015-2016,2243.0,72,31.2,,
Talen Horton-Tucker,2020-2021,1563.5,65,24.1,,
Talen Horton-Tucker,2021-2022,1562.5,60,26.0,,
Talen Horton-Tucker,2019-2020,86.5,6,14.4,,
Tarik Black,2014-2015,1284.0,63,20.4,,
Tarik Black,2015-2016,502.5,39,12.9,,
Tarik Black,2016-2017,1315.5,67,19.6,,
Tarik Black,2017-2018,651.5,51,12.8,,
Taurean Prince,2021-2022,1193.5,69,17.3,,
Taurean Prince,2020-2021,963.0,41,23.5,,
Taurean Prince,2019-2020,1807.5,64,28.2,1.0,1807.5
Taurean Prince,2017-2018,2663.0,82,32.5,,
Taurean Prince,2016-2017,880.5,59,14.9,,
Taurean Prince,2018-2019,1584.0,55,28.8,,
Terance Mann,2019-2020,363.0,41,8.9,,
Terance Mann,2020-2021,1332.5,67,19.9,,
Terance Mann,2021-2022,2443.5,81,30.2,,
Terence Davis,2021-2022,674.5,30,22.5,,
Terence Davis,2019-2020,1370.0,72,19.0,,
Terence Davis,2020-2021,1169.5,61,19.2,,
Terrence Ross,2020-2021,1489.5,46,32.4,,
Terrence Ross,2014-2015,1681.0,82,20.5,,
Terrence Ross,2019-2020,1980.5,69,28.7,1.0,1980.5
Terrence Ross,2021-2022,1275.5,63,20.2,,
Terrence Ross,2018-2019,2482.5,81,30.6,,
Terrence Ross,2012-2013,1019.5,73,14.0,,
Terrence Ross,2016-2017,1881.0,78,24.1,,
Terrence Ross,2015-2016,1518.0,73,20.8,,
Terrence Ross,2013-2014,1797.0,79,22.7,,
Terrence Ross,2017-2018,518.0,24,21.6,,
Terry Rozier,2015-2016,239.0,39,6.1,,
Terry Rozier,2016-2017,1210.0,74,16.4,,
Terry Rozier,2017-2018,2364.0,79,29.9,,
Terry Rozier,2018-2019,2006.0,79,25.4,,
Terry Rozier,2019-2020,2511.5,63,39.9,12.0,209.3
Terry Rozier,2020-2021,3212.0,69,46.6,2.0,1606.0
Terry Rozier,2021-2022,3372.0,73,46.2,23.0,146.6
Terry Taylor,2021-2022,905.0,33,27.4,,
Thaddeus Young,2018-2019,3104.5,81,38.3,,
Thaddeus Young,2017-2018,2875.5,81,35.5,,
Thaddeus Young,2020-2021,2738.5,68,40.3,,
Thaddeus Young,2019-2020,1795.5,64,28.1,2.0,897.8
Thaddeus Young,2016-2017,2424.0,74,32.8,,
Thaddeus Young,2021-2022,1146.0,52,22.0,,
Thaddeus Young,2014-2015,2758.0,76,36.3,,
Thaddeus Young,2013-2014,3390.0,77,44.0,,
Thaddeus Young,2012-2013,3392.0,76,44.6,,
Thaddeus Young,2011-2012,2102.0,63,33.4,,
Thaddeus Young,2010-2011,2559.5,82,31.2,,
Thaddeus Young,2015-2016,3297.5,73,45.2,,
Thanasis Antetokounmpo,2021-2022,489.0,48,10.2,,
Thanasis Antetokounmpo,2020-2021,551.0,57,9.7,7.0,78.7
Thanasis Antetokounmpo,2015-2016,10.5,2,5.2,,
Thanasis Antetokounmpo,2019-2020,151.0,20,7.6,,
Theo Maledon,2020-2021,1581.0,65,24.3,,
Theo Maledon,2021-2022,906.0,51,17.8,,
Theo Pinson,2018-2019,172.0,18,9.6,,
Theo Pinson,2019-2020,327.0,33,9.9,,
Theo Pinson,2020-2021,1.0,17,0.1,,
Theo Pinson,2021-2022,140.0,19,7.4,,
Thomas Bryant,2020-2021,371.0,10,37.1,21.0,17.7
Thomas Bryant,2019-2020,1835.5,46,39.9,27.0,68.0
Thomas Bryant,2021-2022,548.5,27,20.3,,
Thomas Bryant,2017-2018,66.5,15,4.4,,
Thomas Bryant,2018-2019,2323.5,72,32.3,,
Tim Hardaway Jr.,2020-2021,2195.5,70,31.4,25.0,87.8
Tim Hardaway Jr.,2019-2020,2159.0,71,30.4,,
Tim Hardaway Jr.,2018-2019,2212.5,65,34.0,,
Tim Hardaway Jr.,2017-2018,2040.0,57,35.8,,
Tim Hardaway Jr.,2021-2022,1247.5,42,29.7,,
Tim Hardaway Jr.,2015-2016,709.5,51,13.9,,
Tim Hardaway Jr.,2014-2015,1492.5,70,21.3,,
Tim Hardaway Jr.,2013-2014,1441.5,79,18.2,,
Tim Hardaway Jr.,2016-2017,2316.0,79,29.3,,
Timothe Luwawu-Cabarrot,2016-2017,944.0,69,13.7,,
Timothe Luwawu-Cabarrot,2017-2018,584.0,52,11.2,,
Timothe Luwawu-Cabarrot,2018-2019,522.5,50,10.4,,
Timothe Luwawu-Cabarrot,2019-2020,742.5,47,15.8,,
Timothe Luwawu-Cabarrot,2020-2021,825.0,58,14.2,,
Timothe Luwawu-Cabarrot,2021-2022,538.5,52,10.4,,
Tobias Harris,2017-2018,3270.5,80,40.9,,
Tobias Harris,2021-2022,3199.0,73,43.8,45.0,71.1
Tobias Harris,2019-2020,3367.0,72,46.8,30.0,112.2
Tobias Harris,2018-2019,3824.5,82,46.6,,
Tobias Harris,2016-2017,2903.0,82,35.4,,
Tobias Harris,2020-2021,3089.0,62,49.8,40.0,77.2
Tobias Harris,2014-2015,2699.0,68,39.7,,
Tobias Harris,2013-2014,2093.0,59,35.5,,
Tobias Harris,2012-2013,1607.0,55,29.2,,
Tobias Harris,2011-2012,497.0,42,11.8,,
Tobias Harris,2015-2016,2874.0,76,37.8,,
Tomas Satoransky,2021-2022,890.5,55,16.2,,
Tomas Satoransky,2019-2020,2137.5,65,32.9,1.0,2137.5
Tomas Satoransky,2020-2021,1495.5,58,25.8,1.0,1495.5
Tomas Satoransky,2017-2018,1851.0,73,25.4,,
Tomas Satoransky,2016-2017,578.0,57,10.1,,
Tomas Satoransky,2018-2019,2520.5,80,31.5,,
Tony Bradley,2017-2018,26.5,9,2.9,,
Tony Bradley,2018-2019,69.5,3,23.2,,
Tony Bradley,2019-2020,1012.0,58,17.4,,
Tony Bradley,2020-2021,1018.0,42,24.2,,
Tony Bradley,2021-2022,664.5,55,12.1,,
Tony Snell,2018-2019,1085.0,74,14.7,,
Tony Snell,2020-2021,702.0,47,14.9,,
Tony Snell,2019-2020,1196.5,59,20.3,,
Tony Snell,2017-2018,1291.5,75,17.2,,
Tony Snell,2021-2022,480.0,53,9.1,,
Tony Snell,2015-2016,823.0,63,13.1,,
Tony Snell,2014-2015,1011.0,72,14.0,,
Tony Snell,2013-2014,792.5,75,10.6,,
Tony Snell,2016-2017,1592.0,80,19.9,,
Torrey Craig,2017-2018,505.0,39,12.9,,
Torrey Craig,2018-2019,1339.5,75,17.9,,
Torrey Craig,2019-2020,983.5,58,17.0,,
Torrey Craig,2020-2021,928.5,50,18.6,,
Torrey Craig,2021-2022,1508.5,78,19.3,,
Trae Young,2018-2019,4067.5,81,50.2,,
Trae Young,2019-2020,4106.5,60,68.4,90.0,45.6
Trae Young,2020-2021,3961.5,63,62.9,170.0,23.3
Trae Young,2021-2022,5307.5,76,69.8,130.0,40.8
Tre Jones,2021-2022,1449.0,69,21.0,,
Tre Jones,2020-2021,263.0,37,7.1,,
Tre Mann,2021-2022,1298.5,60,21.6,,
Tremont Waters,2019-2020,101.5,11,9.2,,
Tremont Waters,2020-2021,312.0,26,12.0,,
Tremont Waters,2021-2022,38.0,3,12.7,,
Trendon Watford,2021-2022,1110.5,48,23.1,,
Trent Forrest,2020-2021,289.0,30,9.6,,
Trent Forrest,2021-2022,682.5,60,11.4,,
Trevelin Queen,2021-2022,98.0,10,9.8,,
Trevor Ariza,2021-2022,307.0,24,12.8,,
Trevor Ariza,2020-2021,816.5,30,27.2,,
Trevor Ariza,2019-2020,1244.5,53,23.5,,
Trevor Ariza,2018-2019,2377.5,69,34.5,,
Trevor Ariza,2017-2018,1856.0,66,28.1,,
Trevor Ariza,2016-2017,2582.5,80,32.3,,
Trevor Ariza,2014-2015,2719.5,82,33.2,,
Trevor Ariza,2013-2014,2832.5,75,37.8,,
Trevor Ariza,2012-2013,1461.0,56,26.1,,
Trevor Ariza,2011-2012,1355.0,41,33.0,,
Trevor Ariza,2010-2011,2230.0,75,29.7,,
Trevor Ariza,2015-2016,2654.0,81,32.8,,
Trey Burke,2021-2022,444.5,42,10.6,,
Trey Burke,2020-2021,900.5,62,14.5,,
Trey Burke,2019-2020,633.0,33,19.2,,
Trey Burke,2018-2019,1438.0,58,24.8,,
Trey Burke,2016-2017,669.5,57,11.7,,
Trey Burke,2015-2016,1385.0,64,21.6,,
Trey Burke,2014-2015,2330.0,76,30.7,,
Trey Burke,2013-2014,2269.0,68,33.4,,
Trey Burke,2017-2018,1209.0,36,33.6,,
Trey Lyles,2019-2020,1305.0,63,20.7,,
Trey Lyles,2021-2022,1885.5,75,25.1,,
Trey Lyles,2018-2019,1265.5,64,19.8,,
Trey Lyles,2020-2021,310.5,23,13.5,,
Trey Lyles,2016-2017,1047.0,71,14.7,,
Trey Lyles,2015-2016,1223.0,80,15.3,,
Trey Lyles,2017-2018,1827.5,73,25.0,,
Trey Murphy III,2021-2022,800.5,62,12.9,,
Tristan Thompson,2021-2022,1061.5,57,18.6,,
Tristan Thompson,2020-2021,1499.0,54,27.8,4.0,374.8
Tristan Thompson,2019-2020,2445.5,57,42.9,1.0,2445.5
Tristan Thompson,2018-2019,1743.0,43,40.5,,
Tristan Thompson,2016-2017,2642.0,78,33.9,,
Tristan Thompson,2017-2018,1076.5,52,20.7,,
Tristan Thompson,2014-2015,2366.5,82,28.9,,
Tristan Thompson,2013-2014,2936.0,81,36.2,,
Tristan Thompson,2012-2013,3244.5,82,39.6,,
Tristan Thompson,2011-2012,1570.5,60,26.2,,
Tristan Thompson,2015-2016,2525.0,81,31.2,,
Troy Brown Jr.,2018-2019,735.0,52,14.1,,
Troy Brown Jr.,2019-2020,2081.5,69,30.2,,
Troy Brown Jr.,2020-2021,425.0,34,12.5,,
Troy Brown Jr.,2021-2022,874.0,66,13.2,,
Ty Jerome,2020-2021,888.0,33,26.9,,
Ty Jerome,2019-2020,305.5,31,9.9,,
Ty Jerome,2021-2022,832.0,48,17.3,,
Tyler Bey,2020-2021,53.5,18,3.0,,
Tyler Cook,2019-2020,61.5,13,4.7,,
Tyler Cook,2020-2021,398.0,32,12.4,,
Tyler Cook,2021-2022,189.5,20,9.5,,
Tyler Herro,2019-2020,1546.0,55,28.1,2.0,773.0
Tyler Herro,2020-2021,1901.0,54,35.2,38.0,50.0
Tyler Herro,2021-2022,2796.0,66,42.4,6.0,466.0
Tyrell Terry,2020-2021,41.0,11,3.7,,
Tyrell Terry,2021-2022,3.5,2,1.8,,
Tyrese Haliburton,2021-2022,4090.5,77,53.1,29.0,141.1
Tyrese Haliburton,2020-2021,2274.5,58,39.2,,
Tyrese Maxey,2020-2021,1153.5,61,18.9,,
Tyrese Maxey,2021-2022,3108.5,75,41.4,,
Tyus Jones,2021-2022,2029.5,73,27.8,,
Tyus Jones,2015-2016,559.0,37,15.1,,
Tyus Jones,2016-2017,837.5,60,14.0,,
Tyus Jones,2017-2018,1504.5,82,18.3,,
Tyus Jones,2018-2019,1829.0,68,26.9,,
Tyus Jones,2019-2020,1601.5,65,24.6,,
Tyus Jones,2020-2021,1556.0,70,22.2,,
Udoka Azubuike,2021-2022,252.0,17,14.8,,
Udoka Azubuike,2020-2021,52.5,15,3.5,,
Udonis Haslem,2010-2011,350.0,13,26.9,,
Udonis Haslem,2021-2022,81.5,13,6.3,,
Udonis Haslem,2020-2021,8.0,1,8.0,,
Udonis Haslem,2018-2019,64.5,10,6.4,,
Udonis Haslem,2017-2018,33.5,14,2.4,,
Udonis Haslem,2016-2017,106.5,16,6.7,,
Udonis Haslem,2019-2020,33.0,4,8.2,,
Udonis Haslem,2014-2015,873.5,62,14.1,,
Udonis Haslem,2013-2014,495.5,44,11.3,,
Udonis Haslem,2012-2013,1098.0,75,14.6,,
Udonis Haslem,2011-2012,1353.5,64,21.1,,
Udonis Haslem,2015-2016,208.5,37,5.6,,
Usman Garuba,2021-2022,271.5,24,11.3,,
Vernon Carey Jr.,2020-2021,116.5,19,6.1,,
Vernon Carey Jr.,2021-2022,51.0,7,7.3,,
Victor Oladipo,2018-2019,1712.5,36,47.6,,
Victor Oladipo,2020-2021,1444.0,33,43.8,28.0,51.6
Victor Oladipo,2021-2022,234.5,8,29.3,,
Victor Oladipo,2017-2018,4074.0,75,54.3,,
Victor Oladipo,2019-2020,559.0,19,29.4,1.0,559.0
Victor Oladipo,2015-2016,3001.5,72,41.7,,
Victor Oladipo,2014-2015,2947.5,72,40.9,,
Victor Oladipo,2013-2014,2771.5,78,35.5,,
Victor Oladipo,2016-2017,2358.5,67,35.2,,
Vit Krejci,2021-2022,549.0,30,18.3,,
Vlatko Cancar,2019-2020,45.5,14,3.2,,
Vlatko Cancar,2020-2021,224.5,41,5.5,,
Vlatko Cancar,2021-2022,175.5,15,11.7,,
Wayne Ellington,2020-2021,906.5,46,19.7,,
Wayne Ellington,2019-2020,424.0,36,11.8,,
Wayne Ellington,2018-2019,1127.0,53,21.3,,
Wayne Ellington,2017-2018,1688.5,77,21.9,,
Wayne Ellington,2016-2017,1260.5,62,20.3,,
Wayne Ellington,2021-2022,598.5,43,13.9,,
Wayne Ellington,2014-2015,1403.5,65,21.6,,
Wayne Ellington,2013-2014,337.0,45,7.5,,
Wayne Ellington,2012-2013,1337.0,78,17.1,,
Wayne Ellington,2011-2012,676.0,51,13.3,,
Wayne Ellington,2010-2011,862.5,62,13.9,,
Wayne Ellington,2015-2016,1249.5,76,16.4,,
Wayne Selden,2016-2017,139.0,14,9.9,,
Wayne Selden,2017-2018,652.5,35,18.6,,
Wayne Selden,2018-2019,1173.5,75,15.6,,
Wayne Selden,2021-2022,9.0,3,3.0,,
Wendell Carter Jr.,2021-2022,2935.0,62,47.3,,
Wendell Carter Jr.,2020-2021,1958.0,54,36.3,28.0,69.9
Wendell Carter Jr.,2018-2019,1494.5,44,34.0,,
Wendell Carter Jr.,2019-2020,1649.5,43,38.4,1.0,1649.5
Wenyen Gabriel,2019-2020,206.0,30,6.9,,
Wenyen Gabriel,2020-2021,226.5,21,10.8,,
Wenyen Gabriel,2021-2022,404.0,26,15.5,,
Wes Iwundu,2017-2018,709.5,62,11.4,,
Wes Iwundu,2018-2019,952.0,68,14.0,,
Wes Iwundu,2019-2020,788.0,52,15.2,,
Wes Iwundu,2020-2021,286.5,41,7.0,,
Wes Iwundu,2021-2022,49.0,3,16.3,,
Will Barton,2021-2022,2557.0,71,36.0,,
Will Barton,2020-2021,1745.5,56,31.2,2.0,872.8
Will Barton,2019-2020,2386.5,58,41.1,,
Will Barton,2017-2018,3258.5,81,40.2,,
Will Barton,2018-2019,1219.5,43,28.4,,
Will Barton,2015-2016,2817.5,82,34.4,,
Will Barton,2012-2013,729.0,73,10.0,,
Will Barton,2016-2017,2052.0,60,34.2,,
Will Barton,2014-2015,1048.0,58,18.1,,
Will Barton,2013-2014,382.0,40,9.6,,
Willie Cauley-Stein,2020-2021,1001.5,53,18.9,1.0,1001.5
Willie Cauley-Stein,2019-2020,1510.5,54,28.0,1.0,1510.5
Willie Cauley-Stein,2018-2019,3320.0,81,41.0,,
Willie Cauley-Stein,2021-2022,143.0,20,7.2,,
Willie Cauley-Stein,2016-2017,1806.0,75,24.1,,
Willie Cauley-Stein,2015-2016,1614.5,66,24.5,,
Willie Cauley-Stein,2017-2018,2821.5,73,38.7,,
Willy Hernangomez,2017-2018,776.0,48,16.2,,
Willy Hernangomez,2018-2019,1240.5,58,21.4,,
Willy Hernangomez,2019-2020,540.0,31,17.4,,
Willy Hernangomez,2020-2021,1321.0,47,28.1,,
Willy Hernangomez,2021-2022,1433.5,50,28.7,,
Willy Hernangomez,2016-2017,1962.5,72,27.3,,
Xavier Sneed,2021-2022,12.0,9,1.3,,
Xavier Tillman Sr.,2020-2021,1294.0,59,21.9,,
Xavier Tillman Sr.,2021-2022,862.0,53,16.3,,
Yuta Watanabe,2020-2021,715.5,50,14.3,,
Yuta Watanabe,2021-2022,452.5,38,11.9,,
Yuta Watanabe,2019-2020,103.0,18,5.7,,
Yuta Watanabe,2018-2019,99.5,15,6.6,,
Yves Pons,2021-2022,50.5,12,4.2,,
Zach Collins,2017-2018,834.5,66,12.6,,
Zach Collins,2018-2019,1516.0,77,19.7,,
Zach Collins,2019-2020,251.0,11,22.8,1.0,251.0
Zach Collins,2021-2022,715.0,28,25.5,,
Zach LaVine,2018-2019,3044.0,63,48.3,,
Zach LaVine,2021-2022,3305.0,67,49.3,101.0,32.7
Zach LaVine,2020-2021,3233.0,58,55.7,69.0,46.9
Zach LaVine,2019-2020,3092.5,60,51.5,81.0,38.2
Zach LaVine,2017-2018,815.5,24,34.0,,
Zach LaVine,2016-2017,1777.5,47,37.8,,
Zach LaVine,2015-2016,2470.0,82,30.1,,
Zach LaVine,2014-2015,1861.0,77,24.2,,
Zeke Nnaji,2020-2021,325.0,42,7.7,,
Zeke Nnaji,2021-2022,692.5,41,16.9,,
Ziaire Williams,2021-2022,1068.0,62,17.2,,
Zion Williamson,2019-2020,1132.0,24,47.2,37.0,30.6
Zion Williamson,2020-2021,3805.0,61,62.4,95.0,40.1
Zylan Cheatham,2019-2020,37.5,4,9.4,,
Zylan Cheatham,2021-2022,-2.5,1,-2.5,,
